ItemNumber,Upc,MfgModelNumber,Quantity,Allocated,OnSale,Price,CurrentPrice,RetailMap
HP1095TSM81,752334901224,1095TSM81,5,False,False,355.43,355.43,0
HK81001100,642230269217,81001100,1,False,False,640,640,749
HK81001086,642230269071,81001086,13,False,False,640,640,749
HK81001112,642230269330,81001112,0,False,False,640,640,749
SIRMCX76216BLTB,798681703937,RMCX-762R-16B-LT-B,7,False,False,2267,2267,2599.99
HK81001110,642230269316,81001110,2,False,False,640,640,749
SFEC9409BLUGU25,706397990367,EC9409BLC-U-GU25,61,False,False,526,526,0
RTGORTRPGBL24,193212028013,GORTRPGBL-24,11,False,True,755.24,680.56,899
RUHM77300WIN,736676471836,47183,4,False,False,1095,1095,0
RUHM77TARG6.5CR,736676471843,47184,12,False,False,1095,1095,0
RUHK77CRBBZ243,736676171088,17108,0,False,False,911,911,0
BU200299,000381002990,200299,0,False,False,334.64,334.64,419.99
BU200636,000381006363,200636,0,False,False,626.04,626.04,819.99
BU200229,000381002297,200229,3,False,False,206.8,206.8,259.99
BR12504,023614047605,12504,5,False,False,40,40,0
BR011-8472005,023614677154,0118472005,14,False,False,1739,1739,1999.99
BR018-073302,023614443018,018073302,0,False,False,1929,1929,2249.99
BR018-073604,023614443025,018073604,0,False,False,1929,1929,2249.99
BR018-075326,023614686200,018075326,0,False,False,2349,2349,2749.99
BR018-110302,023614683063,018110302,0,False,False,2289,2289,2699.99
BR018-117304,023614679424,018117304,0,True,False,2799,2799,3279.99
BR031-048226,023614439790,031048226,0,False,False,1129,1129,1329.99
BR034-006118,023614240655,034006118,0,True,False,859,859,1019.99
BR018-142304,023614735120,018142304,0,True,False,2249,2249,2649.99
BR018-709304,023614679172,018709304,0,False,False,1579,1579,1879.99
BR021-001102,023614025559,021001102,0,True,False,609,609,719.99
KAKP38233,602686168519,KP38233,0,False,False,382.41,382.41,431
KAKS620,602686150224,KS620,0,False,False,26.52,26.52,29
KE802,611613100423,KSA802,11,False,False,16.72,16.72,0
KTRFB24GRN,640832003505,RFB24GRN,3,False,False,1705.56,1705.56,0
HP3895TSPI,752334038081,3895TSPI,5,False,False,294.57,294.57,0
HP4595TSFDE,752334600158,4595TSFDE,0,False,False,307.61,307.61,0
HNH014WL-308,619835300157,H014WL-308,0,True,False,1556.52,1556.52,0
HNH015B-44,619835400123,H015B-44,0,False,False,515.22,515.22,0
KACT9093,602686087315,CT9093,0,False,False,324.89,324.89,366
ILCLP30-30,752334000125,CLP30-30,11,False,False,37.65,37.65,0
ILM130,602686313148,ILM130,0,True,False,1222.83,1222.83,0
LP60699,030317606992,60699,0,False,False,94.86,94.86,0
LP59230,030317592301,59230,0,False,False,30.82,30.82,0
LP56512,030317565121,56512,3,False,False,9.28,9.28,0
BR112-025029,023614976004,112025029,0,False,False,44.25,44.25,0
BR035-808282,023614442813,035808282,5,False,False,519,519,619.99
BR051-820490,023614044178,051820490,1,False,False,669,669,799.99
BF82440,816715010728,82440,4,False,False,138,138,165
CH64420,678958644203,64420,0,False,False,365.86,365.86,0
CAMA693A,787450532885,MA693A,0,False,False,14.99,14.99,0
CD930.078,8053670717428,930.078,3,False,False,1516.92,1516.92,0
CD930.080,8053670717442,930.080,2,False,False,1516.92,1516.92,0
CD930.083,8053670717473,930.083,2,False,False,1479.48,1479.48,0
CD930.110,8053670717749,930.110,4,False,False,1472.4,1472.4,0
CD930.111,8053670717756,930.111,3,False,False,1506.8,1506.8,0
CD930.128,8053670719798,930.128,0,False,False,1141.49,1141.49,0
CTLG-499,610242007875,LG-499,4,False,False,107.42,107.42,169.95
CTLG-422G,850002469417,LG-422G,10,False,False,186.43,186.43,259.95
CZ06407,806703064079,06407,2,False,False,920,920,0
CN8011000400,696528086611,801-10004-00,1,False,False,2126.99,2126.99,2449.99
CNCA10280413411,810651027031,CA10280-413411,0,False,False,917.69,917.69,1114.99
CNCA10290115522,810651027512,CA10290-115522,0,False,False,2033.99,2033.99,2299.99
LP56518,030317565183,56518,3,False,False,9.28,9.28,0
CNCA10299215413,810651028519,CA10299-215413,1,False,False,1525.31,1525.31,1745.99
COO5072XE,098289111227,O5072XE,0,True,False,1447,1447,0
BEJMPX4510,082442820606,JMPX4510,0,False,False,27,27,0
BEJMPX4S9F,082442820552,JMPX4S9F,0,False,False,25,25,0
BEJ92F700,082442113272,J92F700,1,False,True,775,758.15,0
BF13315,816715011404,13315,2,False,False,7842.45,7842.45,9064.65
BF14030,816715012647,14030,0,True,False,8047.2,8047.2,9269.4
BACD45/410,855959001178,BACD45/410,2,False,False,406.91,406.91,0
AIDGWSXS5204KP,658175115069,DGWXSX5204KP,15,False,False,668.48,668.48,799
AOG57B,602686320221,G57B,9,False,False,18.45,18.45,20
BEJ80400,082442132518,J80400,2,False,False,19,19,0
BEJ42XD18L,082442893723,J42XD18L,0,False,False,1560,1560,1899
BEJ40AA26,082442582252,J40AA26,0,False,False,1490,1490,1779
BEJ40AW18,082442707709,J40AW18,0,False,False,1490,1490,1779
BEJ40AA86,082442709116,J40AA86,1,False,False,1490,1490,1779
CTCMR-201,610242002658,CMR-201,0,False,False,103.24,103.24,144.95
MB27835,015813278355,27835,0,False,False,499.89,499.89,0
LWICDIP5B10,853677007687,ICDIP5B10,0,False,False,1375,1375,1698.58
LWICDIP5B10ML,853677007670,ICDIP5B10ML,2,False,False,1375,1375,1698.58
HK239257S,642230255210,239257S,0,False,False,59,59,0
HK251770S,642230248311,251770S,1,False,False,43,43,0
HK51000199,642230257917,51000199,17,False,False,22,22,0
GT88909,609728889098,12156,3,False,False,78.65,78.65,0
GT88934,609728889340,12171,3,False,False,62.07,62.07,0
GLMF29010,764503290107,MF29010,4,False,False,19.2,19.2,0
GLMF32013,764503320132,MF32013,0,False,False,19.2,19.2,0
GLPI39502,764503395024,PI3950201,0,False,False,455,455,516
CZ11132,806703111322,11132,0,False,False,35,35,0
CZ40088,806703400884,40088,2,False,False,28,28,0
TDR561104621,040589028200,R561104621,1,False,False,410.08,410.08,0
TDR74110440S,040589028255,R74110440S,0,False,False,298.23,298.23,0
RE85852,810070684464,R85852,7,False,True,418.95,399.99,0
RE85853,810070684471,R85853,0,False,False,426.3,426.3,0
HK234391,642230251571,234391,6,False,False,197,197,0
WCTRPC556BL,811826028129,TR-PC-556-BL,0,False,False,1671.39,1671.39,2162.95
TA358002501,725327935353,358-0025-01,2,False,False,25.98,25.98,0
TA358002502,725327935360,358-0025-02,0,False,False,25.98,25.98,0
CAHG6035-N,787450668560,HG6035-N,0,False,False,1597.83,1597.83,0
RE27385,810070681623,R27385,0,False,False,657.83,657.83,0
ATGERMMP40925,813393019722,GERMMP40925,0,False,False,39.95,39.95,0
PMDRM-A28,708279014765,DRM-A28,9,False,False,70.48,70.48,0
PMAK-A5,708279007309,AK-A5,5,False,False,10.88,10.88,0
PMRM-15,708279013638,RM-15,0,False,False,10.61,10.61,0
WC178,874218000387,178,0,False,False,11.68,11.68,14.95
WBMBC20N300WR8B,747115448456,MBC20N300WR8B,2,False,False,2116.32,2116.32,2499
LSKAR1228ODG,682146891997,KAR1228ODG,2,False,False,411.96,411.96,0
SV110UL3006LH,011356577177,57717,2,False,False,1290.52,1290.52,0
SISLH300TI,798681642649,SLH300TI,1,False,False,1010,1010,1299.99
WBMCB20N303WR8B,747115448845,MCB20N303WR8B,0,False,False,2635.61,2635.61,3049
WC1,874218000011,1,7,False,False,16.37,16.37,20.95
CH64020,678958640205,64020,0,False,False,401.71,401.71,0
HK226349,642230253810,226349,1,False,False,197,197,0
DD0208806027055,815604016605,02-088-06027-055,3,False,False,1902,1902,2268
LP50018,030317500184,50018,3,False,False,20.55,20.55,0
LP171910,030317013073,171910,0,False,False,433.49,433.49,0
LP172457,030317013981,172457,15,False,True,1011.49,928.92,1199.99
LP174068,030317017842,174068,0,False,False,66.91,66.91,0
LP171101,030317011376,171101,3,False,False,66.91,66.91,0
LP171105,030317011352,171105,1,False,False,66.91,66.91,0
LP171106,030317011383,171106,0,False,False,66.91,66.91,0
LP171116,030317011420,171116,0,False,False,66.91,66.91,0
LP176594,030317021313,176594,2,False,False,1855.77,1855.77,2499.99
LP176124,030317020842,176124,5,False,False,2227.33,2227.33,2999.99
LP49986,030317499860,49986,0,False,False,28.54,28.54,0
LP174085,030317017729,174085,0,False,False,52.41,52.41,0
LP174499,030317018337,174499,2,False,False,20.55,20.55,0
DERKT104,848456000959,RKT104,0,False,False,327.8,327.8,0
DD0212802267047,818773020893,02-128-02267-047,0,False,False,1711,1711,2040
EOMN2015,672294211334,MN2015,0,False,True,162.39,146.15,225
DD2810206145006,815604016025,28-102-06145-006,3,False,False,109,109,131
FN66330-2,845737001162,66330-2,2,False,False,43,43,54.99
GL33377,764503035883,33377,0,False,False,19.2,19.2,0
EOXPS2-1,672294600213,XPS2-1,0,False,False,481.84,481.84,615
FN20-100032-2,845737007775,20-100032-2,0,False,False,40,40,49.99
DA422,810128161268,DA422,3,False,False,32,32,0
CZ91460,806703914602,91460,0,False,False,1507,1507,0
CZ91461,806703914619,91461,2,False,False,1507,1507,0
DA206,810128160957,DA206,0,False,False,59,59,0
DD0214213175047,815604015318,02-142-13175-047,0,False,False,1993,1993,2376
DD0214213175055,815604015806,02-142-13175-055,2,False,False,2081,2081,2481
DD0214515175067,815604015905,02-145-15175-067,0,False,False,1684,1684,2007
DD0216530063047,818773021234,02-165-30063-047,0,False,False,2215,2215,2641
DB9-MAGG4,815875012337,DB9-MAGG4,0,False,False,17,17,20
DD2312802339047,815604018968,23-128-02339-047,0,False,False,985,985,1174
BR011-9085005,023614855439,0119085005,4,False,False,1619,1619,1899.99
CH53911,678958539110,53911,0,False,False,326.85,326.85,0
BU300236,000381302366,300236,10,False,False,186.12,186.12,229.99
RUA9PRODUTY,736676086054,8605,57,False,False,457,457,0
RI51417-MA,4806015515050,51417-MA,0,False,False,394.13,394.13,0
RI51417,4806015514176,51417,0,False,False,388.8,388.8,0
NONAAMMTM,744253000652,NAA-MMTM,4,False,False,291.44,291.44,0
QQPLAN-B-SAKER,850000857308,PLAN-B-ASR,3,False,False,104.3,104.3,149
MB28008,015813280082,28008,1,False,False,383.41,383.41,0
SVBMAGTHHB17WSM,011356969729,96972,0,False,False,513.47,513.47,0
SVMARKIG-AT,062654170003,17000,0,False,False,245.66,245.66,0
SVAXIIXPHW3006,011356225566,22556,1,False,True,520.85,449.99,0
SVAXXPG2SS223,011356572868,57286,4,False,True,447.04,399.99,0
SVMARKIITR-AT,062654257452,25745,0,False,False,473.4,473.4,0
TA1911G-VZ,725327931560,1-191101G-VZ,0,False,False,515.37,515.37,0
TA1911SS,725327601036,1-191109,25,False,False,610.43,610.43,0
TA1911SS-1,725327602460,1-191109-SS1,1,False,False,605.22,605.22,0
TA358000502,725327901167,358-0005-02,0,False,False,25.98,25.98,0
SVMSR10LR20308,011356229045,22904,1,False,False,2078.12,2078.12,0
SVMSR15RLRP6.8S,011356229328,22932,2,False,False,1130.26,1130.26,0
SV90008,062654900082,90008,0,False,False,25.11,25.11,0
SV55252,011356552525,55252,20,False,False,36.52,36.52,0
SVAIIXP308FDE,011356571748,57174,1,False,True,414.36,359.99,0
SVAXG2223,011356572332,57233,3,False,True,324.74,289.99,0
SVA22FVSR,062654472411,47241,0,False,False,304.71,304.71,0
SVAII223,011356573650,57365,0,False,True,373.24,299.99,0
TRRM06C700673,719307614246,RM06-C-700673,0,False,False,542.83,542.83,0
TRSA237C600900,719307213241,SA237-C-600900,5,False,False,99.24,99.24,0
TRAC50008,719307215023,AC50008,3,False,False,7.2,7.2,0
TRGL04,719307200289,GL04,1,False,False,87.41,87.41,0
TRGL601C600836,719307213876,GL601-C-600836,5,False,False,119.52,119.52,0
TRGL613C600846,719307213975,GL613-C-600846,0,False,False,119.52,119.52,0
RUA9MSCMPT,736676086399,8639,4,False,False,457,457,0
RU90449,736676904495,90449,0,False,False,44.94,44.94,0
RU6K,736676902842,90284,6,False,False,24.77,24.77,0
RU6BHM,736676902804,90280,4,False,False,24.77,24.77,0
RUKHM77RSH375RU,736676571000,57100,0,False,False,1095,1095,0
SFMA5019,706397250195,MA5019,1,False,False,28.24,28.24,0
SCAC87,817272010015,AC87,5,False,False,9.1,9.1,11.9
SFPI4521,706397645212,PI4521,10,False,False,32.94,32.94,0
SFXDM5020,706397887841,XDM5020,0,False,False,20,20,0
SFXDS5006,706397897901,XDS5006,2,False,False,28.24,28.24,0
SFPI4726,706397851804,PI4726,0,False,False,15.29,15.29,0
SFPI6090,706397660901,PI6090,0,False,False,28.24,28.24,0
SFXD1924,706397877033,XD1924,0,False,False,20,20,0
SFXD4546,706397872045,XD4546,2,False,False,28.24,28.24,0
SCAC2609,816413025239,AC2609,0,False,False,57.85,57.85,75.65
RUSECURITY-9M10,736676906383,90638,0,False,False,24.77,24.77,0
RUP19/10,736676903252,90325,10,False,False,28.22,28.22,0
SCAC1549,817272018240,AC1549,25,False,False,109.85,109.85,143.65
TRTA31RCOM150CP,719307302242,TA31RCO-M150CP,2,False,False,1218.25,1218.25,0
SCAC1562,817272016918,AC1562,16,False,False,61.1,61.1,79.9
RUSR1911CMD-A,736676067114,6711,4,False,False,843,843,0
RUVS00590,736676903412,90341,0,False,False,5.49,5.49,0
MRDE50BC,761226023074,DE50BC,0,True,False,1806.61,1806.61,1950
MRBE99003RSL,761226087823,BE99003RSL,0,False,False,414.37,414.37,447
MRBFR45/707,761226028635,BFR45/707,0,False,False,1166,1166,1259
MRDE357ASIMB,761226088127,DE357ASIMB,2,False,False,2048.41,2048.41,2211
MRSSAT22UT,761226089186,SSAT22UT,0,False,False,560.3,560.3,605
MRSSEB22G,761226089063,SSEB22G,1,False,False,781.87,781.87,844
NOHPTD-L,744253054361,HPTD-L,9,False,False,33.2,33.2,0
NOHPTD-M,744253054385,NOHPTD-M,12,False,False,33.2,33.2,0
NONAA-1860-3,744253001963,NAA-1860-3,6,False,False,263.83,263.83,0
MB54334,015813543347,54334,0,False,False,402.82,402.82,0
RU5B30,736676902743,90274,0,False,False,24.77,24.77,0
RU6B30,736676902750,90275,0,False,False,24.77,24.77,0
RUSR1911-9T,736676067596,6759,9,False,False,858,858,0
TRTR26C200104,719307401808,TR26-C-200104,0,False,False,872.71,872.71,0
TS24102,713780241029,24102,1,False,False,543.47,543.47,0
TS24105,713780241050,24105,5,False,False,499.99,499.99,0
SV110V223,011356570666,57066,2,False,False,663.18,663.18,0
SV110ASXP204,011356573414,57341,1,False,False,642.1,642.1,0
SM19933,022188149579,19933,2,False,False,29.41,29.41,0
SM3008591,022188874297,3008591,0,False,False,31.76,31.76,0
SM178012,022188780123,178012,3,False,False,967,967,0
SM42251,022188146509,42251,6,False,False,25.88,25.88,0
SM178053,022188869026,178053,3,False,False,1330,1330,0
SM178047,022188780475,178047,3,False,False,1540,1540,0
SV110AHXP223,011356573001,57300,2,False,False,552.48,552.48,0
SV110AHXP260,011356573063,57306,2,False,False,552.48,552.48,0
SV110AHXP270WSM,011356573087,57308,1,False,False,552.48,552.48,0
SV110AHXP300WSM,011356573094,57309,3,False,False,552.48,552.48,0
SV110AHXP450BM,011356574930,57493,10,False,False,635.77,635.77,0
SUSR07,084871851237,SR07,0,False,False,74.9,74.9,107
SV42TDC22LR/410,062654224348,22434,0,False,False,439.66,439.66,0
SU132414,084871324144,SOCOM338-TI-DE,0,True,False,1727.2,1727.2,2159
SUE2DLU-A,084871321242,E2DLU-A,9,False,False,156.8,156.8,224
MB28005,015813280051,28005,3,False,False,383.41,383.41,0
CI470.038,8053670713680,470.038,0,False,False,13.14,13.14,0
CI500.182,8053670716216,500.182,4,False,False,611.22,611.22,0
CI970.443,8053670716551,970.443,1,False,False,24.1,24.1,0
CI340.285,8053800940122,340.285,3,False,False,1002.85,1002.85,0
CH74442,678958744422,74442,0,False,False,374.29,374.29,0
CI340.160,8053670710221,340.160,0,False,False,185.18,185.18,0
CN8010300202,810651029189,801-03002-02,0,False,False,1767.99,1767.99,2099.99
CN8010300800,696528086383,801-03008-00,0,False,False,1767.99,1767.99,2099.99
CN8010300902,696528086437,801-03009-02,0,False,False,1767.99,1767.99,2099.99
BU420183,000381201836,420183,13,False,False,44.18,44.18,0
BU420588,000381205889,420588,4,False,False,47.94,47.94,0
BU420181,000381201812,420181,4,False,False,44.18,44.18,0
SUST07,084871852777,ST07,6,False,False,42,42,60
BU420165,000381201652,420165,0,False,False,27.26,27.26,0
SV110S243,011356570826,57082,2,False,False,751.75,751.75,0
SV110ASXP7MM08,011356573452,57345,3,False,False,642.1,642.1,0
TS24107,713780241074,24107,0,False,False,499.99,499.99,0
TRTA31HG,719307303027,TA31H-G,3,False,False,1028.25,1028.25,0
TRSG03,719307200630,SG03,0,False,False,87.41,87.41,0
TRSG603C600861,719307214125,SG603-C-600861,0,False,False,119.52,119.52,0
TRTA11HG,719307303454,TA11H-G,0,False,False,1099.24,1099.24,0
TRTA11JG,719307302754,TA11J-G,2,False,False,1099.24,1099.24,0
TRTA31C100550,719307311787,TA31-C-100550,2,False,False,1599.27,1599.27,0
TRTA31D100549,719307311770,TA31-D-100549,3,False,False,1581.53,1581.53,0
TRTA31D100554,719307311824,TA31-D-100554,4,False,False,1534.55,1534.55,0
TA358001301,725327901297,358-0013-01,0,False,False,25.98,25.98,0
TA358002102,725327901518,358-0021-02,0,False,False,25.98,25.98,0
TA856BBBVZ,725327932758,2-856021MVZ16,0,False,False,333.91,333.91,0
TDSAT73-006,040589018126,SAT73-006,2,False,False,488.37,488.37,0
TA856SSVRL,725327932048,2-856029VL,0,False,False,344.35,344.35,0
SV110H3006,011356570406,57040,0,False,False,663.18,663.18,0
SM108485,022188084856,108485,2,False,False,1373,1373,0
SM170262,022188702620,170262,11,False,False,1638,1638,1799
SIMAG1911457,798681412129,MAG-1911-45-7,9,False,False,25,25,0
SIMAG2294312,798681257843,MAG-229-43-12,16,False,False,38,38,0
SIMAG1911108,798681565016,MAG-1911-10-8,5,False,False,25,25,0
SI229R9ESECA,798681434732,229R-9-ESE-CA,3,False,False,1048,1048,1199.99
SIE26R9LEGIONSA,798681538812,E26R-9-LEGION-SAO,0,False,True,1133,933,0
SISOR43012,798681567850,SOR43012,0,False,False,245.06,245.06,0
SISOSBDX36111,798681587070,SOSBDX36111,0,False,False,608.99,608.99,849.99
SV110HH350LEG,011356575340,57534,2,False,False,525.07,525.07,0
SV110LWS243,011356570741,57074,0,False,False,663.18,663.18,0
SV110PMAX22250,011356570000,57000,0,False,False,790.76,790.76,0
SV110ASXP260,011356573469,57346,0,False,False,642.1,642.1,0
SV110ASXP270WSM,011356573483,57348,0,False,False,642.1,642.1,0
SV110ASXP7MAG,011356573537,57353,0,False,False,642.1,642.1,0
SM150718,022188142266,150718,4,False,False,979,979,1109
SISOK5K705,798681628025,SOK5K705,0,False,False,532.6,532.6,699.99
RE85897,810070689919,R85897,0,False,False,547.58,547.58,0
TRTM5056C300017,719307403512,TM5056-C-3000017,1,False,False,1831.02,1831.02,0
SV110PCS350LEG,011356577993,57799,0,False,False,755.97,755.97,0
DB1732N061,810035754133,DB1732N061,0,False,False,772,772,926
TS85617,713780856179,85617,0,False,False,554.34,554.34,0
DB1033M001,810035754034,DB1033M001,0,False,False,1111,1111,1333
RE68859,810070688592,R68859,0,False,False,470.4,470.4,0
FP12032,810065120328,12032,0,False,False,539,539,0
SS-2010,810013432626,SS-2010,2,False,False,807.2,807.2,1009
SS-2011,810013432633,SS-2011,3,False,False,791.2,791.2,989
BNSD-123023-US,840225706574,SD-123023-US,0,False,False,640,640,750
BNBT-20394,840225700060,BT-20394,10,False,False,545,545,650
MB28127,015813281270,28127,0,False,False,605.69,605.69,0
LP178127,030317023911,178127,0,False,False,28.54,28.54,0
CH63546,678958635461,63546,40,False,False,439.66,439.66,0
IWJ941PSL910-II,818004021453,J941PSL910-II,8,False,False,480,480,552.99
SIGRIPMXC943SBK,798681607242,GRIP-MODX-C-943-SM-BLK,0,False,False,65.5,65.5,0
CZ01809,806703018096,01809,1,False,False,1548,1548,0
TRTMHX2450C3004,719307403703,TMHX2450-C-3000004,0,False,False,949.96,949.96,0
TRTR31C200146,719307403734,TR31-C-200146,0,False,False,939.52,939.52,0
BGB14LM511,043125015146,B14LM511,7,False,False,803.8,803.8,949.99
SV212CAMOA,011356573766,57376,0,False,False,676.89,676.89,0
CD930.198,8053800941037,930.198,1,False,False,200.52,200.52,0
WA2843323,723364215582,2843323,2,False,False,1129,1129,0
LSHGP2708B,682146398458,HGP2708B,0,False,False,564.13,564.13,0
LSHGP2270B,682146398496,HGP2270B,4,False,False,607.61,607.61,0
WBMDX01N270WR6O,747115440917,MDX01N270WR6O,2,False,False,2196.21,2196.21,2549
WBMDX01N300WR6O,747115440948,MDX01N300WR6O,0,False,False,2196.21,2196.21,2549
WBMDX01N653WR6O,747115440924,MDX01N653WR6O,0,False,False,2196.21,2196.21,2549
WBVWB223RR4T,747115442843,VWB223RR4T,0,False,False,638.33,638.33,0
BF18504,810021510705,18504,0,False,False,3850,3850,4385
SV110PCS308WIN,011356577986,57798,0,False,False,755.97,755.97,0
DB1731B071,810035754157,DB1731B071,0,False,False,747,747,897
LSHCSL65CRKAC,682146892178,HCSL65CRKAC,4,False,False,911.96,911.96,0
LSHCSL308KOT,682146878127,HCSL308KOT,0,False,False,911.96,911.96,0
SS-2239-H,810013437751,SS-2239-H,0,False,False,1103.2,1103.2,1379
SS-4040,810013436181,SS-4040,8,False,False,679.15,679.15,799
SS-2212,810013437485,SS-2212,0,False,False,879.2,879.2,1099
SS-2239,810013437492,SS-2239,5,False,False,879.2,879.2,1099
SS-2011-H,810013437577,SS-2011-H,1,False,False,1015.2,1015.2,1269
CN8010619300,696528091592,801-06193-00,1,False,False,1762.99,1762.99,2099.99
SYCPX-1TTBKG3,810099570205,CPX-1TTBKG3,0,False,False,194,194,223
CN8010307402,696528093114,801-03074-02,0,False,False,1767.99,1767.99,2099.99
CN8010307600,696528092933,801-03076-00,0,False,False,1851.99,1851.99,2199.99
CN8010620200,696528091691,801-06202-00,0,False,False,1762.99,1762.99,2099.99
CAPACN0026,787450714670,PACN0026,0,False,False,127.35,127.35,0
SV110TLH3006,011356577573,57757,2,False,False,970,970,0
SV320SECPG20RS,011356224392,22439,0,False,False,180.14,180.14,0
LP182444,030317032340,182444,0,False,False,361.24,361.24,399.99
WI512404691,048702019678,512404691,7,False,False,409,409,0
CN8100004100,691328235221,810-00041-00,8,False,False,114.99,114.99,164.99
CSCGSHELIOSTIQ,850002123388,CGS-HELIOS-QDTI,7,False,False,1383.53,1383.53,1550
BSBP380MCC-1,810083200149,BP380MCC,5,False,False,255.43,255.43,0
BSBP9MCCX-1,810083202204,BP9MCCX,1,False,False,260.87,260.87,0
BSTPR9CDT-1,810083202068,TPR9CDT,1,False,False,380.43,380.43,0
BSTPR9M-1,810083202006,TPR9M,1,False,False,369.57,369.57,0
BSTPR9MX-1,810083202082,TPR9MX,1,False,False,385.87,385.87,0
BSBP9MCC-1,810083202037,BP9MCC,5,False,False,255.43,255.43,0
BSBP9ODCC-1,810083202167,BP9ODCC,0,False,False,255.43,255.43,0
PF01752,847313017529,01752,3,False,True,1501,1427.39,1726
FN36-100658,845737013714,36-100658,2,False,False,1361,1361,1577
TAGX49B10TORO,725327936596,1-GX4MP931-10,0,False,False,292.17,292.17,0
WNMEG19-5/4GR,656813107810,3129,0,False,False,33.75,33.75,44.99
WNMEG42-2BLK,656813107834,3131,0,False,False,24.77,24.77,34.99
RE68866,810070688660,R68866,0,False,False,488.78,488.78,0
CN8100004104,691328235269,810-00041-04,0,False,False,114.99,114.99,164.99
CN8010614500,696528090991,801-06145-00,0,False,False,1678.99,1678.99,1999.99
WBMDX01N257WR6O,747115440900,MDX01N257WR6O,3,False,False,2196.21,2196.21,2549
SV110ASXP350LEG,011356575371,57537,1,False,False,642.1,642.1,0
LP180610,030317028473,180610,4,False,False,2057.03,2057.03,2799.99
LP180666,030317028732,180666,0,False,False,505.74,505.74,699.99
DD0212801078047,818773022255,02-128-01078-047,0,False,False,1794,1794,2138
SFBAW92465PCFGA,706397939571,BAW92465PRCCFGA,1,False,False,1846,1846,0
SFBAW9206CMCFDA,706397939489,BAW9206CMCFDA,0,False,False,1846,1846,0
RIAL22MB,812285026831,AL22MB,0,False,False,510.24,510.24,599
SFBAW9206CMCFGA,706397939496,BAW9206CMCFGA,0,False,False,1846,1846,0
SFBAW9206CMCFG,706397939199,BAW9206CMCFG,0,False,False,1769,1769,0
SFBAW92465PCFG,706397939151,BAW92465PRCCFG,0,False,False,1769,1769,0
LP181175,030317029463,181175,0,False,False,166.92,166.92,0
WN7665M,656813106851,7665M,0,False,False,46.19,46.19,67.99
WN7676M,656813105601,7676M,0,False,False,46.19,46.19,67.99
KRKV90-PFD20,810237023013,KV90-PFD20,3,False,True,1103.99,993.591,1269.99
WN7241M,656813106226,7241M,3,False,False,109.44,109.44,159.99
LP176888,030317021832,176888,0,False,False,232.23,232.23,399.99
WA2854228,723364217906,2854228,0,False,False,1129,1129,0
LP180291,030317027568,180291,0,False,False,1633.86,1633.86,2199.99
BU300262,000381302625,300262,0,False,False,305.13,305.13,389.99
BU200497,000381004970,200497,0,False,False,373.04,373.04,499.99
HNH14-243-MAG,619835601377,H14-243-MAG,0,False,False,34.53,34.53,0
HNH14-308-MAG,619835601384,H14-308-MAG,0,False,False,34.53,34.53,0
SUEDCL2-T,084871326858,EDCL2-T,4,False,False,163.1,163.1,233
RI380-797,812285021317,380.797,0,False,False,21.91,21.91,0
RIOEMP144510BL,812285020570,OEMP144510BL,0,False,False,16.08,16.08,0
HK81000361,642230261549,81000361,3,False,False,1249,1249,1489
HK81000336,642230261426,81000336,0,False,False,899,899,1069
HK81000338,642230260733,81000338,0,False,False,899,899,1069
HK81000316,642230260689,81000316,3,False,False,859,859,1029
HK229792,642230251434,229792,0,False,False,197,197,0
LP180609,030317028381,180609,6,False,False,1633.86,1633.86,2199.99
LP180725,030317028787,180725,4,False,False,1855.77,1855.77,2499.99
BR011-701204,023614740797,011701204,1,False,False,1559,1559,1799.99
PMCOL-A22B,708279012686,COL-A22B,69,False,False,12.38,12.38,0
RUKHM77LR300WM,736676571215,57121,3,False,False,947,947,0
WBMAM01N270WR8B,747115440177,MAM01N270WR8B,1,False,False,1716.86,1716.86,1999
BEJRTXVA382,082442924649,JRTXVA382,0,False,False,1170,1170,1449
BEJRTXRT382,082442928722,JRTXRT382,0,False,False,920,920,1099
WI512297692,048702017704,512297692,5,False,False,399,399,0
WI512297693,048702017711,512297693,3,False,False,399,399,0
WI534255141,048702010392,534255141,0,True,False,1099,1099,0
WA2807807,723364210488,2807807,5,False,False,33,33,0
TS35414,713780354149,35414,3,False,False,1239.12,1239.12,0
WI511212292,048702008955,511212292,0,False,False,899,899,0
SV110EP6.5CR,011356575579,57557,0,False,False,1719.64,1719.64,0
SVB22P,062654702488,70248,0,False,False,517.68,517.68,0
FN20-100355,845737010164,20-100355,3,False,False,10,10,13.99
WI511236691,048702019012,511236691,0,False,False,1069,1069,0
WI511268691,048702020537,511268691,2,False,False,919,919,0
SV110UL6.5PRC,011356575838,57583,4,False,False,1290.52,1290.52,0
WI535700226,048702004629,535700226,3,False,False,469,469,0
WI535700230,048702006418,535700230,0,False,False,469,469,0
WI535705218,048702006685,535705218,0,False,True,649,499,0
WI535705255,048702006715,535705255,3,False,False,649,649,0
WI535203220,048702004209,535203220,0,True,False,1289,1289,0
SFSTV9115556B,706397926526,STV9115556B,0,False,False,890,890,0
CN8011002100,696528087007,801-10021-00,1,False,False,2214.99,2214.99,2499.99
WI535709228,048702006357,535709228,7,False,False,539,539,0
WI535709230,048702006364,535709230,0,False,False,539,539,0
WI535741212,048702016349,535741212,0,False,False,539,539,0
